Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
53,1,3,607,2,2,5,6,1,1572,3,1,78,2,3,5,4,2,10169,14618,0,Y,1,16,3,2,80,1,34,4,3,33,7,1,9
38,1,3,903,2,2,3,4,1,1573,3,2,81,3,2,5,2,2,4855,7653,4,Y,1,11,3,1,80,2,7,2,3,5,2,1,4
32,0,1,1200,2,1,4,6,1,1574,4,2,62,3,2,7,1,2,4087,25174,4,Y,1,14,3,2,80,1,9,3,2,6,5,1,2
48,0,3,1108,2,15,4,5,1,1576,3,1,65,3,1,7,1,2,2367,16530,8,Y,1,12,3,4,80,1,10,3,2,8,2,7,6
34,0,3,479,2,7,4,4,1,1577,1,2,35,3,1,7,4,3,2972,22061,1,Y,1,13,3,3,80,0,1,4,1,1,0,0,0
55,0,3,685,3,26,5,3,1,1578,3,2,60,2,5,4,4,2,19586,23037,1,Y,1,21,4,3,80,1,36,3,3,36,6,2,13
34,0,3,1351,2,1,4,2,1,1580,2,2,45,3,2,7,4,2,5484,13008,9,Y,1,17,3,2,80,1,9,3,2,2,2,2,1
26,0,3,474,2,3,3,2,1,1581,1,1,89,3,1,7,4,2,2061,11133,1,Y,1,21,4,1,80,0,1,5,3,1,0,0,0
38,0,3,1245,3,14,3,2,1,1582,3,2,80,3,2,8,2,2,9924,12355,0,Y,1,11,3,4,80,1,10,3,3,9,8,7,7
38,0,3,437,3,16,3,2,1,1583,2,1,90,3,2,8,2,3,4198,16379,2,Y,1,12,3,2,80,0,8,5,4,3,2,1,2
36,0,3,884,3,1,4,2,1,1585,2,1,73,3,2,8,3,3,6815,21447,6,Y,1,13,3,1,80,0,15,5,3,1,0,0,0
29,0,3,1370,2,3,1,4,1,1586,2,2,87,3,1,3,1,3,4723,16213,1,Y,2,18,3,4,80,0,10,3,3,10,9,1,5
35,0,3,670,2,10,4,4,1,1587,1,1,51,3,2,1,3,3,6142,4223,3,Y,2,16,3,3,80,0,10,4,3,5,2,0,4
39,0,3,1462,3,6,3,4,1,1588,4,2,38,4,3,8,3,2,8237,4658,2,Y,1,11,3,1,80,1,11,3,3,7,6,7,6
29,0,2,995,2,2,1,2,1,1590,1,2,87,3,2,1,4,1,8853,24483,1,Y,1,19,3,4,80,1,6,0,4,6,4,1,3
50,0,3,264,3,9,3,3,1,1591,3,2,59,3,5,4,3,2,19331,19519,4,Y,2,16,3,3,80,1,27,2,3,1,0,0,0
23,0,3,977,2,10,3,6,1,1592,4,2,45,4,1,7,3,2,2073,12826,2,Y,1,16,3,4,80,1,4,2,3,2,2,2,2
36,0,2,1302,2,6,4,2,1,1594,1,2,80,4,2,3,1,2,5562,19711,3,Y,2,13,3,4,80,1,9,3,3,3,2,0,2
42,0,3,1059,2,9,2,5,1,1595,4,2,93,2,5,4,4,3,19613,26362,8,Y,1,22,4,4,80,0,24,2,3,1,0,0,1
35,0,3,750,2,28,3,2,1,1596,2,2,46,4,2,3,3,2,3407,25348,1,Y,1,17,3,4,80,2,10,3,2,10,9,6,8
34,0,2,653,2,10,4,6,1,1597,4,2,92,2,2,1,3,2,5063,15332,1,Y,1,14,3,2,80,1,8,3,2,8,2,7,7
40,0,3,118,3,14,2,2,1,1598,4,1,84,3,2,8,1,2,4639,11262,1,Y,1,15,3,3,80,1,5,2,3,5,4,1,2
43,0,3,990,2,27,3,6,1,1599,4,2,87,4,1,3,2,1,4876,5855,5,Y,1,12,3,3,80,1,8,0,3,6,4,0,2
35,0,3,1349,2,7,2,2,1,1601,3,2,63,2,1,3,4,2,2690,7713,1,Y,1,18,3,4,80,1,1,5,2,1,0,0,1
46,0,3,563,3,1,4,2,1,1602,4,2,56,4,4,4,1,3,17567,3156,1,Y,1,15,3,2,80,0,27,5,1,26,0,0,12
28,1,3,329,2,24,3,4,1,1604,3,2,51,3,1,3,2,2,2408,7324,1,Y,2,17,3,3,80,3,1,3,3,1,1,0,0
22,0,1,457,2,26,2,5,1,1605,2,1,85,2,1,7,3,2,2814,10293,1,Y,2,14,3,2,80,0,4,2,2,4,2,1,3
50,0,2,1234,2,20,5,4,1,1606,2,2,41,3,4,1,3,2,11245,20689,2,Y,2,15,3,3,80,1,32,3,3,30,8,12,13
32,0,3,634,2,5,4,5,1,1607,2,1,35,4,1,7,4,2,3312,18783,3,Y,1,17,3,4,80,2,6,3,3,3,2,0,2
44,0,3,1313,2,7,3,4,1,1608,2,1,31,3,5,6,4,1,19049,3549,0,Y,2,14,3,4,80,1,23,4,2,22,7,1,10
30,0,3,241,2,7,3,4,1,1609,2,2,48,2,1,7,2,2,2141,5348,1,Y,1,12,3,2,80,1,6,3,2,6,4,1,1
45,0,3,1015,2,5,5,4,1,1611,3,1,50,1,2,3,1,3,5769,23447,1,Y,2,14,3,1,80,0,10,3,3,10,7,1,4
45,0,1,336,3,26,3,3,1,1612,1,2,52,2,2,8,1,2,4385,24162,1,Y,1,15,3,1,80,1,10,2,3,10,7,4,5
31,0,2,715,3,2,4,5,1,1613,4,2,54,3,2,8,1,3,5332,21602,7,Y,1,13,3,4,80,0,10,3,3,5,2,0,3
36,0,3,559,2,12,4,2,1,1614,3,1,76,3,2,5,3,2,4663,12421,9,Y,2,12,3,2,80,2,7,2,3,3,2,1,1
34,0,2,426,2,10,4,2,1,1615,3,2,42,4,2,5,4,1,4724,17000,1,Y,1,13,3,1,80,1,9,3,3,9,7,7,2
49,0,3,722,2,25,4,2,1,1617,3,1,84,3,1,3,1,2,3211,22102,1,Y,1,14,3,4,80,1,10,3,2,9,6,1,4
39,0,3,1387,2,10,5,4,1,1618,2,2,76,3,2,5,1,2,5377,3835,2,Y,1,13,3,4,80,3,10,3,3,7,7,7,7
27,0,3,1302,2,19,3,5,1,1619,4,2,67,2,1,3,1,1,4066,16290,1,Y,1,11,3,1,80,2,7,3,3,7,7,0,7
35,0,3,819,2,18,5,2,1,1621,2,2,48,4,2,7,1,2,5208,26312,1,Y,1,11,3,4,80,0,16,2,3,16,15,1,10
28,0,3,580,2,27,3,4,1,1622,2,1,39,1,2,5,1,1,4877,20460,0,Y,1,21,4,2,80,1,6,5,2,5,3,0,0
21,0,3,546,2,5,1,4,1,1623,3,2,97,3,1,7,4,3,3117,26009,1,Y,1,18,3,3,80,0,3,2,3,2,2,2,2
18,1,2,544,3,3,2,4,1,1624,2,1,70,3,1,9,4,3,1569,18420,1,Y,2,12,3,3,80,0,0,2,4,0,0,0,0
47,0,3,1176,1,26,4,2,1,1625,4,1,98,3,5,4,3,2,19658,5220,3,Y,1,11,3,3,80,1,27,2,3,5,2,1,0
39,0,3,170,2,3,2,4,1,1627,3,2,76,2,2,3,3,1,3069,10302,0,Y,1,15,3,4,80,1,11,3,3,10,8,0,7
40,0,3,884,2,15,3,2,1,1628,1,1,80,2,3,5,3,2,10435,25800,1,Y,1,13,3,4,80,2,18,2,3,18,15,14,12
35,0,1,208,2,8,4,2,1,1630,3,1,52,3,2,1,3,2,4148,12250,1,Y,1,12,3,4,80,1,15,5,3,14,11,2,9
37,0,3,671,2,19,3,2,1,1631,3,2,85,3,2,5,3,2,5768,26493,3,Y,1,17,3,1,80,3,9,2,2,4,3,0,2
39,0,2,711,2,4,3,4,1,1633,1,1,81,3,2,5,3,3,5042,3140,0,Y,1,13,3,4,80,0,10,2,1,9,2,3,8
45,0,3,1329,2,2,2,5,1,1635,4,1,59,2,2,5,4,1,5770,5388,1,Y,1,19,3,1,80,2,10,3,3,10,7,3,9
38,0,3,397,2,2,2,4,1,1638,4,1,54,2,3,5,3,2,7756,14199,3,Y,2,19,3,4,80,1,10,6,4,5,4,0,2
35,1,3,737,3,10,3,4,1,1639,4,2,55,2,3,8,1,2,10306,21530,9,Y,1,17,3,3,80,0,15,3,3,13,12,6,0
37,0,3,1470,2,10,3,4,1,1640,2,1,71,3,1,7,2,2,3936,9953,1,Y,1,11,3,1,80,1,8,2,1,8,4,7,7
40,0,3,448,2,16,3,2,1,1641,3,1,84,3,3,5,4,3,7945,19948,6,Y,2,15,3,4,80,0,18,2,2,4,2,3,3
44,0,2,602,1,1,5,1,1,1642,1,2,37,3,2,2,4,2,5743,10503,4,Y,2,11,3,3,80,0,14,3,3,10,7,0,2
48,0,2,365,2,4,5,4,1,1644,3,2,89,2,4,4,4,2,15202,5602,2,Y,1,25,4,2,80,1,23,3,3,2,2,2,2
35,1,3,763,3,15,2,4,1,1645,1,2,59,1,2,8,4,1,5440,22098,6,Y,2,14,3,4,80,2,7,2,2,2,2,2,2
24,0,2,567,2,2,1,6,1,1646,1,1,32,3,1,7,4,3,3760,17218,1,Y,2,13,3,3,80,0,6,2,3,6,3,1,3
27,0,3,486,2,8,3,4,1,1647,2,1,86,4,1,7,3,2,3517,22490,7,Y,1,17,3,1,80,0,5,0,3,3,2,0,2
27,0,2,591,2,2,3,4,1,1648,4,2,87,3,1,7,4,3,2580,6297,2,Y,1,13,3,3,80,0,6,0,2,4,2,1,2
40,1,3,1329,2,7,3,2,1,1649,1,2,73,3,1,3,1,3,2166,3339,3,Y,2,14,3,2,80,0,10,3,1,4,2,0,3
29,0,3,469,3,10,3,4,1,1650,3,2,42,2,2,8,3,3,5869,23413,9,Y,1,11,3,3,80,0,8,2,3,5,2,1,4
36,0,3,711,2,5,4,2,1,1651,2,1,42,3,3,1,1,2,8008,22792,4,Y,1,12,3,3,80,2,9,6,3,3,2,0,2
25,0,2,772,2,2,1,2,1,1653,4,2,77,4,2,5,3,1,5206,4973,1,Y,1,17,3,3,80,2,7,6,3,7,7,0,7
39,0,3,492,2,12,3,4,1,1654,4,2,66,3,2,5,2,2,5295,7693,4,Y,1,21,4,3,80,0,7,3,3,5,4,1,0
49,0,3,301,2,22,4,5,1,1655,1,1,72,3,4,6,2,2,16413,3498,3,Y,1,16,3,2,80,2,27,2,3,4,2,1,2
50,0,3,813,2,17,5,2,1,1656,4,1,50,2,3,6,1,1,13269,21981,5,Y,1,15,3,3,80,3,19,3,3,14,11,1,11
20,0,3,1141,3,2,3,4,1,1657,3,1,31,3,1,9,3,3,2783,13251,1,Y,1,19,3,1,80,0,2,3,3,2,2,2,2
34,0,3,1130,2,3,3,2,1,1658,4,1,66,3,2,7,2,1,5433,19332,1,Y,1,12,3,3,80,1,11,2,3,11,8,7,9
36,0,3,311,2,7,3,2,1,1659,1,2,77,3,1,3,2,3,2013,10950,2,Y,1,11,3,3,80,0,15,4,3,4,3,1,3
49,0,3,465,2,6,1,2,1,1661,3,1,41,2,4,1,3,2,13966,11652,2,Y,2,19,3,2,80,1,30,3,3,15,11,2,12
36,0,1,894,2,1,4,4,1,1662,4,1,33,2,2,5,3,2,4374,15411,0,Y,1,15,3,3,80,0,4,6,3,3,2,1,2
36,0,3,1040,2,3,2,2,1,1664,4,2,79,4,2,1,1,1,6842,26308,6,Y,1,20,4,1,80,1,13,3,3,5,4,0,4
54,0,3,584,2,22,5,4,1,1665,2,1,91,3,4,4,3,2,17426,18685,3,Y,1,25,4,3,80,1,36,6,3,10,8,4,7
43,0,3,1291,2,15,2,2,1,1666,3,2,65,2,4,6,3,2,17603,3525,1,Y,1,24,4,1,80,1,14,3,3,14,10,6,11
35,1,2,880,3,12,4,5,1,1667,4,2,36,3,2,8,4,3,4581,10414,3,Y,2,24,4,1,80,0,13,2,4,11,9,6,7
38,0,2,1189,2,1,3,2,1,1668,4,2,90,3,2,7,4,2,4735,9867,7,Y,1,15,3,4,80,2,19,4,4,13,11,2,9
29,0,3,991,3,5,3,4,1,1669,1,2,43,2,2,8,2,1,4187,3356,1,Y,2,13,3,2,80,1,10,3,2,10,0,0,9
33,0,3,392,3,2,4,4,1,1670,4,2,93,3,2,8,4,1,5505,3921,1,Y,1,14,3,3,80,2,6,5,3,6,2,0,4
32,0,3,977,2,2,3,4,1,1671,4,2,45,3,2,7,2,1,5470,25518,0,Y,1,13,3,3,80,2,10,4,2,9,5,1,6
31,0,3,1112,3,5,4,2,1,1673,1,1,67,3,2,8,4,2,5476,22589,1,Y,1,11,3,1,80,2,10,2,3,10,0,0,2
49,0,3,464,2,16,3,4,1,1674,4,1,74,3,1,3,1,1,2587,24941,4,Y,2,16,3,2,80,1,17,2,2,2,2,2,2
38,0,2,148,2,2,3,4,1,1675,4,1,42,2,1,3,2,3,2440,23826,1,Y,1,22,4,2,80,0,4,3,3,4,3,3,3
47,0,3,1225,3,2,4,2,1,1676,2,1,47,4,4,4,2,1,15972,21086,6,Y,1,14,3,3,80,3,29,2,3,3,2,1,2
49,0,3,809,2,1,3,2,1,1677,3,2,36,3,4,4,3,3,15379,22384,4,Y,1,14,3,1,80,0,23,2,3,8,7,0,0
41,0,3,1206,3,23,2,2,1,1678,4,2,80,3,3,8,3,3,7082,11591,3,Y,2,16,3,4,80,0,21,2,3,2,0,0,2
20,0,3,727,3,9,1,2,1,1680,4,2,54,3,1,9,1,3,2728,21082,1,Y,1,11,3,1,80,0,2,3,3,2,2,0,2
33,0,1,530,3,16,3,2,1,1681,3,1,36,3,2,8,4,1,5368,16130,1,Y,2,25,4,3,80,1,7,2,3,6,5,1,2
36,0,3,1351,2,26,4,2,1,1682,1,2,80,3,2,1,3,2,5347,7419,6,Y,1,14,3,2,80,2,10,2,2,3,2,0,2
44,0,3,528,1,1,3,2,1,1683,3,1,44,3,1,2,4,1,3195,4167,4,Y,2,18,3,1,80,3,8,2,3,2,2,2,2
23,1,3,1320,2,8,1,4,1,1684,4,2,93,2,1,3,3,3,3989,20586,1,Y,2,11,3,1,80,0,5,2,3,5,4,1,2
38,0,3,1495,2,4,2,4,1,1687,4,1,87,3,1,3,3,2,3306,26176,7,Y,1,19,3,4,80,1,7,5,2,0,0,0,0
53,0,3,1395,2,24,4,4,1,1689,2,2,48,4,3,1,4,2,7005,3458,3,Y,1,15,3,3,80,0,11,2,3,4,3,1,2
48,1,2,708,3,7,2,4,1,1691,4,1,95,3,1,9,3,2,2655,11740,2,Y,2,11,3,3,80,2,19,3,3,9,7,7,7
32,1,3,1259,2,2,4,2,1,1692,4,2,95,3,1,3,2,3,1393,24852,1,Y,1,12,3,1,80,0,1,2,3,1,0,0,0
26,0,1,786,2,7,3,4,1,1693,4,2,76,3,1,3,4,3,2570,11925,1,Y,1,20,4,3,80,0,7,5,3,7,7,5,7
55,0,3,1441,2,22,3,6,1,1694,1,2,94,2,1,7,2,1,3537,23737,5,Y,1,12,3,4,80,1,8,1,3,4,2,1,2
34,0,3,1157,2,5,2,4,1,1696,2,2,57,2,2,3,4,2,3986,11912,1,Y,1,14,3,3,80,1,15,3,4,15,10,4,13
60,0,3,370,2,1,4,4,1,1697,3,2,92,1,3,1,4,1,10883,20467,3,Y,1,20,4,3,80,1,19,2,4,1,0,0,0
33,0,3,267,2,21,3,4,1,1698,2,2,79,4,1,3,2,2,2028,13637,1,Y,1,18,3,4,80,3,14,6,3,14,11,2,13
37,0,2,1278,3,1,4,4,1,1700,3,2,31,1,2,8,4,1,9525,7677,1,Y,1,14,3,3,80,2,6,2,2,6,3,1,3
34,0,3,678,2,19,3,2,1,1701,2,1,35,2,1,7,4,2,2929,20338,1,Y,1,12,3,2,80,0,10,3,3,10,9,8,7
23,1,3,427,3,7,3,2,1,1702,3,2,99,3,1,9,4,1,2275,25103,1,Y,2,21,4,2,80,1,3,2,3,3,2,0,2
44,0,3,921,2,2,3,2,1,1703,3,1,96,4,3,1,4,2,7879,14810,1,Y,2,19,3,2,80,1,9,2,3,8,7,6,7
35,0,2,146,2,2,4,4,1,1704,1,2,79,2,1,7,4,3,4930,13970,0,Y,2,14,3,3,80,0,6,2,4,5,4,1,4
43,0,3,1179,3,2,3,4,1,1706,4,2,73,3,2,8,4,2,7847,6069,1,Y,2,17,3,1,80,1,10,3,3,10,9,8,8
24,0,3,581,2,9,3,4,1,1707,3,2,62,4,1,7,3,2,4401,17616,1,Y,1,16,3,4,80,1,5,1,3,5,3,0,4
41,0,3,918,3,6,3,3,1,1708,4,2,35,3,3,8,3,3,9241,15869,1,Y,1,12,3,2,80,0,10,3,3,10,8,8,7
29,0,3,1082,2,9,4,4,1,1709,4,1,43,3,1,3,3,2,2974,25412,9,Y,1,17,3,3,80,1,9,2,3,5,3,1,2
36,0,3,530,3,2,4,2,1,1710,3,1,51,3,2,9,4,3,4502,7439,3,Y,1,15,3,3,80,0,17,2,2,13,7,6,7
45,0,1,1238,2,1,1,2,1,1712,3,2,74,2,3,1,3,2,10748,3395,3,Y,1,23,4,4,80,1,25,3,2,23,15,14,4
24,1,3,240,1,22,1,1,1,1714,4,2,58,1,1,2,3,2,1555,11585,1,Y,1,11,3,3,80,1,1,2,3,1,0,0,0
47,1,2,1093,3,9,3,2,1,1716,3,2,82,1,4,8,3,2,12936,24164,7,Y,1,11,3,3,80,0,25,3,1,23,5,14,10
26,0,3,390,2,17,4,4,1,1718,4,2,62,1,1,3,3,2,2305,6217,1,Y,1,15,3,3,80,3,3,3,4,3,2,0,2
45,0,3,1005,2,28,2,6,1,1719,4,1,48,2,4,6,2,3,16704,17119,1,Y,1,11,3,3,80,0,21,2,3,21,6,8,6
32,0,2,585,2,10,3,2,1,1720,1,2,56,3,1,7,3,2,3433,17360,6,Y,1,13,3,1,80,1,10,3,2,5,2,1,3
31,0,3,741,2,2,4,2,1,1721,2,2,69,3,1,3,3,2,3477,18103,1,Y,1,14,3,4,80,1,6,2,4,5,2,0,3
41,0,1,552,1,4,3,1,1,1722,3,2,60,1,2,2,2,2,6430,20794,6,Y,1,19,3,2,80,1,10,4,3,3,2,1,2
40,0,3,369,2,8,2,2,1,1724,2,1,92,3,2,5,1,2,6516,5041,2,Y,2,16,3,2,80,1,18,3,3,1,0,0,0
24,0,3,506,2,29,1,4,1,1725,2,2,91,3,1,3,1,1,3907,3622,1,Y,1,13,3,2,80,3,6,2,4,6,2,1,2
46,0,3,717,2,13,4,2,1,1727,3,2,34,3,2,1,2,3,5562,9697,6,Y,1,14,3,4,80,0,19,3,3,10,7,0,9
35,0,3,1370,2,27,4,2,1,1728,4,2,49,3,2,5,3,2,6883,5151,2,Y,1,16,3,2,80,1,17,3,3,7,7,0,7
30,0,3,793,2,16,1,2,1,1729,2,2,33,3,1,7,4,2,2862,3811,1,Y,1,12,3,2,80,1,10,2,2,10,0,0,8
47,0,1,543,3,2,4,3,1,1731,3,2,87,3,2,8,2,2,4978,3536,7,Y,1,11,3,4,80,1,4,3,1,1,0,0,0
46,0,3,1277,3,2,3,2,1,1732,3,2,74,3,3,8,4,1,10368,5596,4,Y,2,12,3,2,80,1,13,5,2,10,6,0,3
36,1,3,1456,3,13,5,3,1,1733,2,2,96,2,2,8,1,1,6134,8658,5,Y,2,13,3,2,80,3,16,3,3,2,2,2,2
32,1,3,964,3,1,2,2,1,1734,1,2,34,1,2,8,2,3,6735,12147,6,Y,1,15,3,2,80,0,10,2,3,0,0,0,0
23,0,3,160,2,4,1,4,1,1735,3,1,51,3,1,3,2,3,3295,12862,1,Y,1,13,3,3,80,0,3,3,1,3,2,1,2
31,0,2,163,2,24,1,6,1,1736,4,1,30,3,2,5,4,3,5238,6670,2,Y,1,20,4,4,80,0,9,3,2,5,4,1,4
39,0,1,792,2,1,3,2,1,1737,4,2,77,3,2,3,4,2,6472,8989,1,Y,2,15,3,4,80,1,9,2,3,9,8,5,8
32,0,3,371,3,19,3,2,1,1739,4,2,80,1,3,8,3,2,9610,3840,3,Y,1,13,3,3,80,1,10,2,1,4,3,0,2
40,0,3,611,3,7,4,4,1,1740,2,2,88,3,5,4,2,3,19833,4349,1,Y,1,14,3,2,80,0,21,3,2,21,8,12,8
45,0,3,176,1,4,3,2,1,1744,3,1,56,1,3,2,3,2,9756,6595,4,Y,1,21,4,3,80,2,9,2,4,5,0,0,3
30,0,2,1312,2,2,4,6,1,1745,4,1,78,2,1,7,1,3,4968,26427,0,Y,1,16,3,4,80,0,10,2,3,9,7,0,7
24,0,2,897,1,10,3,4,1,1746,1,2,59,3,1,2,4,2,2145,2097,0,Y,1,14,3,4,80,1,3,2,3,2,2,2,1
30,1,2,600,1,8,3,1,1,1747,3,1,66,2,1,2,4,1,2180,9732,6,Y,1,11,3,3,80,1,6,0,2,4,2,1,2
31,0,3,1003,3,5,3,6,1,1749,1,2,51,3,2,8,3,2,8346,20943,1,Y,1,19,3,3,80,1,6,3,3,5,2,0,2
27,0,3,1054,2,8,3,4,1,1751,3,1,67,3,1,7,4,3,3445,6152,1,Y,1,11,3,3,80,0,6,5,2,6,2,1,4
29,1,3,428,3,9,3,3,1,1752,2,1,52,1,1,9,2,3,2760,14630,1,Y,1,13,3,3,80,0,2,3,3,2,2,2,2
29,0,2,461,2,1,3,2,1,1753,4,2,70,4,2,1,3,3,6294,23060,8,Y,2,12,3,4,80,0,10,5,4,3,2,0,2
30,0,3,979,3,15,2,3,1,1754,3,2,94,2,3,8,1,1,7140,3088,2,Y,1,11,3,1,80,1,12,2,3,7,7,1,7
34,0,3,181,2,2,4,4,1,1755,4,2,97,4,1,7,4,2,2932,5586,0,Y,2,14,3,1,80,3,6,3,3,5,0,1,2
33,0,1,1283,3,2,3,3,1,1756,4,1,62,3,2,8,2,3,5147,10697,8,Y,1,15,3,4,80,0,13,2,2,11,7,1,7
49,0,3,1313,3,11,4,3,1,1757,4,1,80,3,2,8,4,3,4507,8191,3,Y,1,12,3,3,80,0,8,1,4,5,1,0,4
33,1,3,211,3,16,3,2,1,1758,1,1,74,3,3,8,1,3,8564,10092,2,Y,2,20,4,3,80,0,11,2,2,0,0,0,0
38,0,2,594,2,2,2,4,1,1760,3,1,75,2,1,3,2,2,2468,15963,4,Y,1,14,3,2,80,1,9,4,2,6,1,0,5
31,1,3,1079,3,16,4,3,1,1761,1,2,70,3,3,8,3,2,8161,19002,2,Y,1,13,3,1,80,3,10,2,3,1,0,0,0
29,0,3,590,2,4,3,6,1,1762,4,1,91,2,1,7,1,1,2109,10007,1,Y,1,13,3,3,80,1,1,2,3,1,0,0,0
30,0,3,305,2,16,3,2,1,1763,3,2,58,4,2,1,3,2,5294,9128,3,Y,1,16,3,3,80,1,10,3,3,7,0,1,7
32,0,1,953,2,5,4,6,1,1764,2,2,65,3,1,7,2,3,2718,17674,2,Y,1,14,3,2,80,0,12,3,3,7,7,0,7
38,0,3,833,2,18,3,4,1,1766,2,2,60,1,2,1,4,2,5811,24539,3,Y,2,16,3,3,80,1,15,2,3,1,0,1,0
43,1,2,807,2,17,3,6,1,1767,3,2,38,2,1,7,3,2,2437,15587,9,Y,2,16,3,4,80,1,6,4,3,1,0,0,0
42,0,3,855,2,12,3,4,1,1768,2,2,57,3,1,3,2,1,2766,8952,8,Y,1,22,4,2,80,3,7,6,2,5,3,0,4
55,0,3,478,2,2,3,4,1,1770,3,2,60,2,5,6,1,2,19038,19805,8,Y,1,12,3,2,80,3,34,2,3,1,0,0,0
33,0,1,775,2,4,3,6,1,1771,4,2,90,3,2,7,2,1,3055,6194,5,Y,1,15,3,4,80,2,11,2,2,9,8,1,7
41,0,3,548,2,9,4,2,1,1772,3,2,94,3,1,3,1,1,2289,20520,1,Y,1,20,4,2,80,2,5,2,3,5,3,0,4
34,0,1,1375,3,10,3,2,1,1774,4,2,87,3,2,8,3,1,4001,12313,1,Y,2,14,3,3,80,1,15,3,3,15,14,0,7
53,0,1,661,2,1,4,4,1,1775,1,1,60,2,4,5,3,2,12965,22308,4,Y,2,20,4,4,80,3,27,2,2,3,2,0,2
43,0,3,244,1,2,3,2,1,1778,2,2,97,3,1,2,4,3,3539,5033,0,Y,1,13,3,2,80,0,10,5,3,9,7,1,8
34,0,3,511,3,3,2,2,1,1779,4,1,32,1,2,8,4,3,6029,25353,5,Y,1,12,3,1,80,0,6,3,3,2,2,2,2
21,1,3,337,3,7,1,3,1,1780,2,2,31,3,1,9,2,3,2679,4567,1,Y,1,13,3,2,80,0,1,3,3,1,0,1,0
38,0,3,1153,2,6,2,5,1,1782,4,1,40,2,1,3,3,2,3702,16376,1,Y,1,11,3,2,80,1,5,3,3,5,4,0,4
22,1,3,1294,2,8,1,4,1,1783,3,1,79,3,1,3,1,2,2398,15999,1,Y,2,17,3,3,80,0,1,6,3,1,0,0,0
31,0,3,196,3,29,4,3,1,1784,1,1,91,2,2,8,4,2,5468,13402,1,Y,1,14,3,1,80,2,13,3,3,12,7,5,7
51,0,3,942,2,3,3,6,1,1786,1,1,53,3,3,4,3,2,13116,22984,2,Y,1,11,3,4,80,0,15,2,3,2,2,2,2
37,0,3,589,3,9,2,3,1,1787,2,2,46,2,2,8,2,2,4189,8800,1,Y,1,14,3,1,80,2,5,2,3,5,2,0,3
46,0,3,734,2,2,4,4,1,1789,3,2,46,3,5,6,4,1,19328,14218,7,Y,2,17,3,3,80,1,24,3,3,2,1,2,2
36,0,3,1383,2,10,3,2,1,1790,4,2,90,3,3,1,1,2,8321,25949,7,Y,2,13,3,4,80,1,15,1,3,12,8,5,7
44,1,2,429,2,1,2,4,1,1792,3,2,99,3,1,7,2,1,2342,11092,1,Y,2,12,3,3,80,3,6,2,2,5,3,2,3
37,0,3,1239,1,8,2,5,1,1794,3,2,89,3,2,2,2,1,4071,12832,2,Y,1,13,3,3,80,0,19,4,2,10,0,4,7
35,1,3,303,3,27,3,2,1,1797,3,2,84,3,2,8,4,3,5813,13492,1,Y,2,18,3,4,80,0,10,2,3,10,7,7,7
33,0,3,867,2,8,4,2,1,1798,4,2,90,4,1,7,1,2,3143,6076,6,Y,1,19,3,2,80,1,14,1,3,10,8,7,6
28,0,3,1181,2,1,3,2,1,1799,3,2,82,3,1,7,4,2,2044,5531,1,Y,1,11,3,3,80,1,5,6,4,5,3,0,3
39,0,3,1253,2,10,1,4,1,1800,3,2,65,3,3,6,3,3,13464,7914,7,Y,1,21,4,3,80,0,9,3,3,4,3,2,2
46,0,1,849,3,26,2,2,1,1801,2,2,98,2,2,8,2,3,7991,25166,8,Y,1,15,3,3,80,0,6,3,3,2,2,2,2
40,0,3,616,2,2,2,2,1,1802,3,1,99,3,1,3,1,2,3377,25605,4,Y,1,17,3,4,80,1,7,5,2,4,3,0,2
42,0,3,1128,2,13,3,4,1,1803,2,2,95,4,2,1,1,2,5538,5696,5,Y,1,18,3,3,80,2,10,2,2,0,0,0,0
35,0,1,1180,2,2,2,4,1,1804,2,2,90,3,2,5,4,1,5762,24442,2,Y,1,14,3,3,80,1,15,6,3,7,7,1,7
38,0,1,1336,1,2,3,1,1,1805,1,2,100,3,1,2,2,1,2592,7129,5,Y,1,13,3,4,80,3,13,3,3,11,10,3,8
34,1,2,234,2,9,4,2,1,1807,4,2,93,3,2,3,1,2,5346,6208,4,Y,1,17,3,3,80,1,11,3,2,7,1,0,7
37,1,3,370,2,10,4,4,1,1809,4,2,58,3,2,5,1,3,4213,4992,1,Y,1,15,3,2,80,0,10,4,1,10,3,0,8
39,0,2,766,3,20,3,2,1,1812,3,2,83,3,2,8,4,1,4127,19188,2,Y,1,18,3,4,80,1,7,6,3,2,1,2,2
43,0,1,343,2,9,3,2,1,1813,1,2,52,3,1,7,3,3,2438,24978,4,Y,1,13,3,3,80,0,7,2,2,3,2,1,2
41,0,3,447,2,5,3,2,1,1814,2,2,85,4,2,1,2,3,6870,15530,3,Y,1,12,3,1,80,0,11,3,1,3,2,1,2
